e_cblp;e_cp;e_cparhdr;e_maxalloc;e_sp;e_lfanew;NumberOfSections;CreationYear;FH_char0;FH_char1;FH_char2;FH_char3;FH_char4;FH_char5;FH_char6;FH_char7;FH_char8;FH_char9;FH_char10;FH_char11;FH_char12;FH_char13;FH_char14;MajorLinkerVersion;MinorLinkerVersion;SizeOfCode;SizeOfInitializedData;SizeOfUninitializedData;AddressOfEntryPoint;BaseOfCode;BaseOfData;ImageBase;SectionAlignment;FileAlignment;MajorOperatingSystemVersion;MinorOperatingSystemVersion;MajorImageVersion;MinorImageVersion;MajorSubsystemVersion;MinorSubsystemVersion;SizeOfImage;SizeOfHeaders;CheckSum;Subsystem;OH_DLLchar0;OH_DLLchar1;OH_DLLchar2;OH_DLLchar3;OH_DLLchar4;OH_DLLchar5;OH_DLLchar6;OH_DLLchar7;OH_DLLchar8;OH_DLLchar9;OH_DLLchar10;SizeOfStackReserve;SizeOfStackCommit;SizeOfHeapReserve;SizeOfHeapCommit;LoaderFlags;sus_sections;non_sus_sections;packer;packer_type;E_text;E_data;filesize;E_file;fileinfo;class
144.0;3.0;4.0;65535.0;184.0;264.0;5.0;1;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;7.0;10.0;65536.0;49152.0;0.0;63550.0;4096.0;69632.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;181132.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.239272396154812;1.5849491268654217;127520.0;5.984764146000919;1;0
144.0;3.0;4.0;65535.0;184.0;232.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;10.0;10.0;39936.0;69632.0;0.0;40852.0;4096.0;45056.0;1;1;1;6.0;2.0;6.0;2.0;6.0;2.0;1;1;120943.0;2.0;1;0;1;0;0;0;0;1;0;0;0;262144.0;8192.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.2546178082972235;3.408651660938613;109056.0;6.465358413863567;1;0
144.0;3.0;4.0;65535.0;184.0;240.0;8.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;3.0;15.0;75776.0;143872.0;0.0;37021.0;4096.0;81920.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;0.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;16384.0;1048576.0;4096.0;1;5.0;3.0;0;NoPacker;5.4206421867752335;0.31012258405976;221184.0;5.104064625749628;1;1
144.0;3.0;4.0;65535.0;184.0;208.0;4.0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;46080.0;90112.0;0.0;8626.0;4096.0;53248.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;81680.0;2.0;0;0;0;0;0;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;4.0;0;NoPacker;6.65127815488035;4.0089149208491985;137216.0;7.540235797254255;0;1
80.0;2.0;4.0;65535.0;184.0;256.0;8.0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;2.0;25.0;12800.0;13824.0;0.0;14936.0;4096.0;20480.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;54801.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;16384.0;1048576.0;4096.0;1;4.0;4.0;0;NoPacker;0.0;0.0;28672.0;5.9941403977060554;0;1
144.0;3.0;4.0;65535.0;184.0;224.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;8.0;0.0;36864.0;32768.0;0.0;9578.0;4096.0;40960.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;129778.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.311945462722413;6.602229935033765;69632.0;5.826040462588093;1;1
144.0;3.0;4.0;65535.0;184.0;232.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;10.0;10.0;3584.0;9216.0;0.0;5936.0;4096.0;8192.0;1;1;1;6.0;2.0;6.0;2.0;6.0;1.0;1;1;74678.0;2.0;1;0;0;0;0;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;5.6658690348265655;0.2990509103346658;12800.0;4.787583663572222;1;0
144.0;3.0;4.0;65535.0;184.0;256.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;7.0;0.0;80384.0;765952.0;0.0;80794.0;4096.0;86016.0;1;1;1;5.0;0.0;0.0;0.0;5.0;0.0;1;1;904276.0;2.0;1;0;1;0;0;0;0;1;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;7.512213530787027;7.9394043143231885;847360.0;7.9163984766814925;1;1
144.0;3.0;4.0;65535.0;184.0;256.0;12.0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;6.0;0.0;86016.0;45056.0;0.0;528419.0;4096.0;90112.0;1;1;1;4.0;0.0;1.0;0.0;4.0;0.0;0;1;216631.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;11.0;1.0;1;Safe20;0.0;0.0;215113.0;7.885788489243617;0;1
144.0;3.0;4.0;65535.0;184.0;256.0;4.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;9.0;0.0;360960.0;145408.0;0.0;63502.0;4096.0;368640.0;0;1;1;6.0;1.0;6.0;1.0;5.0;1.0;1;1;532932.0;2.0;1;0;1;0;0;0;0;1;0;0;0;262144.0;8192.0;1048576.0;4096.0;1;1.0;3.0;0;NoPacker;6.320055718748431;5.155304588130648;514344.0;6.682638365951328;1;0
144.0;3.0;4.0;65535.0;184.0;192.0;1.0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;10.0;0.0;0.0;74752.0;0.0;0.0;4096.0;4096.0;1;1;1;5.0;1.0;0.0;0.0;5.0;1.0;1;1;124601.0;2.0;0;0;1;0;1;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;1.0;0;NoPacker;0.0;0.0;82040.0;3.685266236918896;1;0
144.0;3.0;4.0;65535.0;184.0;240.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;10.0;10.0;11776.0;8704.0;0.0;13815.0;4096.0;16384.0;1;1;1;6.0;2.0;6.0;2.0;6.0;2.0;1;1;30466.0;2.0;1;0;1;0;0;0;0;1;0;0;0;262144.0;8192.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.159782131464163;0.9224993927019999;20480.0;5.846944816138665;1;0
144.0;3.0;4.0;65535.0;184.0;232.0;5.0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;10.0;10.0;37888.0;11264.0;0.0;39671.0;4096.0;45056.0;1;1;1;6.0;2.0;6.0;2.0;6.0;2.0;1;1;67858.0;3.0;1;0;1;0;0;0;0;1;0;0;0;262144.0;8192.0;1048576.0;4096.0;1;1.0;4.0;0;NoPacker;6.248714424553965;0.6631950007932406;49152.0;6.202008563564352;1;0
144.0;3.0;4.0;65535.0;184.0;128.0;5.0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;5.0;0.0;3584.0;9216.0;0.0;5700.0;4096.0;8192.0;1;1;1;4.0;0.0;0.0;0.0;4.0;0.0;1;1;381885.0;2.0;0;0;0;0;0;0;0;0;0;0;0;1048576.0;4096.0;1048576.0;4096.0;1;0.0;5.0;0;NoPacker;6.2924884630839975;0.0;320512.0;7.915573957100436;0;1
